id,title,author,subject,year_of_publication,edition,ISBN,publisher,seller,price_foreign_currency,price_indian_currency,link,medium
,"VLSI AND POST-CMOS ELECTRONICS: VOLUME 1 : DESIGN, MODELLING AND SIMULATION"," Rohit Dhiman,  Rajeevan Chandel",ECE,2019,,9781839530517,IET PUBLISHING,1,BP 120,,https://shop.theiet.org/vlsi-and-post-cmos-electronics,
,Vlsi: Circuits For Emerging Applications,Wojcicki Tomasz,ECE,2020,,9780367371104,Crc Press,1,,Rs. 4395,https://www.routledge.com/VLSI-Circuits-for-Emerging-Applications/Wojcicki/p/book/9781138076051,
,VOLTAGE STABILITY OF ELECTRIC POWER SYSTEMS,Costas Vournas Thierry van Cutsem,ECE,2020,,9781071604199,SPRINGER,1,,Rs. 2995,https://www.springer.com/gp/book/9780792381396,
,A Course In Categorical Data Analysis,"Leonard, Thomas",Mathematics,2020,,9780367411763,Chapman And Hall/Crc,1,,Rs. 5495,https://www.routledge.com/A-Course-in-Categorical-Data-Analysis/Leonard/p/book/9781584881803,
,Abstract Algebra: A Comprehensive Treatment,Menini Claudia Et.Al,Mathematics,2020,,9781138581531,Crc Press,1,,Rs. 5495,https://www.routledge.com/Abstract-Algebra-A-Comprehensive-Treatment/Menini-Oystaeyen/p/book/9780824709853,
,Abstract Algebra: Structures And Applications,Stephen Lovett,Mathematics,2020,,9780367373092,Chapman And Hall/Crc,1,,Rs. 4995,https://www.routledge.com/Abstract-Algebra-Structures-and-Applications/Lovett/p/book/9781482248906,
,Additive Combinatorics,"Bajnok, Bela",Mathematics,2018,,9780815353010,Chapman And Hall/Crc,1,BP 76.99,,https://www.routledge.com/Additive-Combinatorics-A-Menu-of-Research-Problems/Bajnok/p/book/9780815353010,
,Advanced Calculus: Theory And Practice,Petrovic John Srdjan,Mathematics,2020,,9780367372736,Chapman And Hall/Crc,1,,Rs. 4995,https://www.routledge.com/Advanced-Calculus-Theory-and-Practice/Petrovic/p/book/9781466565630,
,ADVANCED ENGINEERING MATHEMATICS,"Potter, Merle C., Lessing, Jack, Aboufadel, Edward F.",Mathematics,2019,,9783030170677,SPRINGER,1,EUR 99.99,,https://www.springer.com/in/book/9783030170677,
,"ADVANCED ENGINEERING MATHEMATICS, SI EDITION",Peter V. O'Neil,Mathematics,2018,8th,9781337274524,CENGAGE,1,US$ 198.95,,https://www.cengage.co.uk/books/9781337274524/,
,ADVANCED R,Hadley Wickham,Mathematics,2019,2nd,9780815384571,T&F/CRC,1,BP 44.99,,https://www.routledge.com/Advanced-R-Second-Edition/Wickham/p/book/9780815384571,
,Advances On Methodological And Applied Aspects Of Probability And Statistics,Balakrishnan N.,Mathematics,2020,,9780367412692,Crc Press,1,,Rs. 5495,https://www.routledge.com/Advances-on-Methodological-and-Applied-Aspects-of-Probability-and-Statistics/Balakrishnan/p/book/9780367578510,
,Algebra: A Computational Introduction,Scherk John,Mathematics,2020,,9780367413255,Crc Press,1,,Rs. 4495,https://www.routledge.com/Algebra-A-Computational-Introduction/Scherk/p/book/9781584880646,
,Algebraic And Stochastic Coding Theory,Kythe Dave K. Et.Al,Mathematics,2020,,9780367372361,Crc Press,1,,Rs. 3995,https://www.routledge.com/Algebraic-and-Stochastic-Coding-Theory/Kythe-Kythe/p/book/9781439881811,
,Analysis And Partial Differential Equations,Sadosky,Mathematics,2020,,9780367411688,Crc Press,1,,Rs. 6495,https://www.routledge.com/Analysis-and-Partial-Differential-Equations-A-Collection-of-Papers-Dedicated/Sadosky/p/book/9780824783020,
,ANALYSIS OF TIME SERIES : AN INTRODUCTION WITH R,"Chris Chatfield, Haipeng Xing",Mathematics,2019,7th,9781498795630,T&F/CRC PRESS,1,BP 62.99,,https://www.routledge.com/The-Analysis-of-Time-Series-An-Introduction-with-R/Chatfield-Xing/p/book/9781498795630,
,APPLIED DIFFERENTIAL EQUATIONS WITH BOUNDARY VALUE PROBLEMS,Vladimir Dobrushkin,Mathematics,2018,1st,9781498733656,T&F/CRC PRESS,1,BP 99.99,,https://www.routledge.com/Applied-Differential-Equations-with-Boundary-Value-Problems/Dobrushkin/p/book/9781498733656,
,APPLIED LINEAR ALGEBRA,Peter J. Olver,Mathematics,2018,2nd,9783319910406,SPRINGER,1,EUR 59.99,,https://www.springer.com/in/book/9783319910406,
,APPLIED LINEAR ALGEBRA AND MATRIX ANALYSIS,SHORES THOMAS S.,Mathematics,2018,2nd,9783319747477,SPRINGER,1,EUR 52.99,,https://www.springer.com/in/book/9783319747477,
,APPLIED MATHEMATICAL METHODS FOR CHEMICAL ENGINEERS,LONEY NORMAN W,Mathematics,2019,3rd,9780367240141,TAYLOR & FRANCIS,1,,Rs. 4495,https://www.routledge.com/Applied-Mathematical-Methods-for-Chemical-Engineers/Loney/p/book/9781466552999,
,Applied Statistics: Principles And Examples,D.R. Cox Et.Al,Mathematics,2020,,9780367411756,Crc Press,1,,Rs. 6495,https://www.routledge.com/Applied-Statistics---Principles-and-Examples/Cox-Snell/p/book/9780412165702,
,Basic Partial Differential Equations,Bleecker,Mathematics,2020,,9780367411855,Chapman And Hall/Crc,1,,Rs. 11995,https://www.routledge.com/Basic-Partial-Differential-Equations/Bleecker/p/book/9781315890982,
,Basics Of Matlab And Beyond,Knight Andrew,Mathematics,2020,,9780367411718,Crc Press,1,,Rs. 6495,https://www.routledge.com/Basics-of-MATLAB-and-Beyond/Knight/p/book/9780849320392,
,BAYESIAN DISEASE MAPPING : HIERARCHICAL MODELING IN SPATIAL EPIDEMIOLOGY,Andrew B. Lawson,Mathematics,2018,3rd,9781138575424,T&F/CRC PRESS,1,BP 110,,https://www.routledge.com/Bayesian-Disease-Mapping-Hierarchical-Modeling-in-Spatial-Epidemiology/Lawson/p/book/9781138575424,
,Bayesian Regression Modeling With Inla,"Wang, Xiaofeng  Et.Al.",Mathematics,2018,,9781498727259,Chapman And Hall/Crc,1,BP 79.99,,https://www.routledge.com/Bayesian-Regression-Modeling-with-INLA/Wang-Ryan-Yue-Faraway/p/book/9781498727259,
,Beyond First Order Model Theory,"Iovino, Jose",Mathematics,2018,,9781498753975,Chapman And Hall/Crc,1,BP 170,,https://www.routledge.com/Beyond-First-Order-Model-Theory-Volume-I/Iovino/p/book/9781498753975,
,Biostatistics: Concepts And Applications For Biologists,Williams Brian,Mathematics,2020,,9780367411435,Crc Press,1,,Rs. 6495,https://www.routledge.com/Revival-Biostatistics-1993-Concepts-and-Applications-for-Biologists/Williams/p/book/9781138557772,
,Boundary Control And Variation,Zolesio,Mathematics,2020,,9780367411602,Crc Press,1,,Rs. 6495,https://www.routledge.com/Boundary-Control-and-Variation/Zolesio/p/book/9780824792749,
,Calculus And Its Applications: Global Edition,Goldstein Larry J. Et.Al,Mathematics,2018,14th,9781292229041,Pearson Education,1,BP 57.99,,https://www.pearson.ch/HigherEducation/MathematicsStatistics/ServiceCourses/EAN/9781292229041/Calculus-Its-Applications-Global-Edition,
,CALCULUS: EARLY TRANSCENDENTALS,"Jon Rogawski, Colin Adams, Robert Franzosa",Mathematics,2019,,9781319248529,MACMILLAN,1,US$ 199.95,,https://www.macmillanlearning.co.uk//page/detail/calculus-early-transcendentals/?k=9781319248529&loc=uk&priceCode=at,
,Classical Mechanics With Mathematica,Romano,Mathematics,2018,2nd,9783319775944,Birkhauser,1,EUR 74.99,,https://www.springer.com/in/book/9783319775944,
,COMBINATORIAL INFERENCE IN GEOMETRIC DATA ANALYSIS,"Brigitte Le Roux, Solène Bienaise, Jean-Luc Durand",Mathematics,2019,1st,9781498781619,T&F/CRC PRESS,1,BP 89.99,,https://www.routledge.com/Combinatorial-Inference-in-Geometric-Data-Analysis/Le-Roux-Bienaise-Durand/p/book/9781498781619,
,COMBINATORICS AND NUMBER THEORY OF COUNTING SEQUENCES,Istvan Mezo,Mathematics,2020,1st,9781138564855,T&F/CRC PRESS,1,BP 170,,https://www.routledge.com/Combinatorics-and-Number-Theory-of-Counting-Sequences/Mezo/p/book/9781138564855,
,Commutative Algebra,Corso,Mathematics,2020,,9780367413828,Crc Press,1,,Rs. 6495,https://www.routledge.com/Commutative-Algebra-Geometric-Homological-Combinatorial-and-Computational/Corso-Gimenez-Pinto-Zarzuela/p/book/9780824723354,
,Computational Algebra,"Fischer, Klaus G.",Mathematics,2020,,9780367411503,Crc Press,1,,Rs. 6495,https://www.routledge.com/Computational-Algebra/Fischer-Loustaunau-Shapiro-Green-Farkas/p/book/9780824790707,
,COMPUTATIONAL PARTIAL DIFFERENTIAL EQUATIONS USING MATLAB®,"Jichun Li, Yi-Tung Chen",Mathematics,2020,2nd,9780367217747,T&F/CRC PRESS,1,BP 89.99,,https://www.routledge.com/Computational-Partial-Differential-Equations-Using-MATLAB/Li-Chen/p/book/9780367217747,
,COMPUTATIONAL STATISTICS: AN INTRODUCTION TO R,SAWITZKI GÜNTHER,Mathematics,2019,,9780367241988,CRC PRESS,1,,Rs. 2495,https://www.routledge.com/Computational-Statistics-An-Introduction-to-R/Sawitzki/p/book/9781420086782,
,CONCISE INTRODUCTION TO LINEAR ALGEBRA,Qingwen Hu,Mathematics,2018,,9781138044494,T&F/CRC PRESS,1,BP 74.99,,https://www.routledge.com/Concise-Introduction-to-Linear-Algebra/Hu/p/book/9781138044494,
,CONCRETE INTRODUCTION TO REAL ANALYSIS,Robert Carlson,Mathematics,2018,2nd,9781498778138,T&F/CRC PRESS,1,BP 89.99,,https://www.routledge.com/A-Concrete-Introduction-to-Real-Analysis/Carlson/p/book/9781498778138,
,Control Engineering And Finance,Hacisalihzade,Mathematics,2018,,9783319644912,Springer Nature,1,EUR 109.99,,https://www.springer.com/in/book/9783319644912,
,Control Theory Of Partial Differential Equations,"Leugering, Guenter",Mathematics,2020,,9780367411626,Chapman And Hall/Crc,1,,Rs. 6495,https://www.routledge.com/Control-Theory-of-Partial-Differential-Equations/Leugering-Imanuvilov-Zhang-Triggiani/p/book/9780824725464,
,DATA SCIENCE FOUNDATIONS : GEOMETRY AND TOPOLOGY OF COMPLEX HIERARCHIC SYSTEMS AND BIG DATA ANALYTICS,Fionn Murtagh,Mathematics,2018,,9781498763936,T&F/CRC PRESS,1,BP 74.99,,https://www.routledge.com/Data-Science-Foundations-Geometry-and-Topology-of-Complex-Hierarchic-Systems/Murtagh/p/book/9781498763936,
,"DEVELOPMENTAL MATHEMATICS: PREALGEBRA, ELEMENTARY ALGEBRA, AND INTERMEDIATE ALGEBRA PLUS MYLAB MATH WITH PEARSON ETEXT -- ACCESS CARD PACKAGE",Michael Sullivan / Katherine R. Struve / Janet Mazzarella,Mathematics,2019,2nd,9780134679341,PEARSON,1,US$ 242.27,,https://www.pearson.com/store/p/developmental-mathematics-prealgebra-elementary-algebra-and-intermediate-algebra/P100002559698/9780134679341,
,Differential Equations: Inverse And Direct Problems,Favini,Mathematics,2020,1st,9780367414566,Chapman And Hall/Crc,1,,Rs. 6495,https://www.routledge.com/Differential-Equations-Inverse-and-Direct-Problems/Favini-Lorenzi/p/book/9781584886044,
,DIFFERENTIAL GEOMETRY OF MANIFOLDS,Stephen Lovett,Mathematics,2020,2nd,9780367180461,T&F/CRC PRESS,1,BP 74.99,,https://www.routledge.com/Differential-Geometry-of-Manifolds/Lovett/p/book/9780367180461,
,"Differential Geometry, Calculus Of Variations, And Their Applications",Rassias,Mathematics,2020,,9780367411671,Crc Press,1,,Rs. 6495,https://www.routledge.com/Differential-Geometry-Calculus-of-Variations-and-Their-Applications/Rassias-Rassias/p/book/9780824772673,
,DISCRETE WAVELET TRANSFORMATIONS: AN ELEMENTARY APPROACH WITH APPLICATIONS,Patrick J. Van Fleet,Mathematics,2019,2nd,9781118979273,JOHN WILEY,1,US$ 124.95,,https://www.wiley.com/en-in/Discrete+Wavelet+Transformations%3A+An+Elementary+Approach+with+Applications%2C+2nd+Edition-p-9781118979273,
,DISEASE MAPPING : FROM FOUNDATIONS TO MULTIDIMENSIONAL MODELING,"Miguel A. Martinez-Beneito, Paloma Botella-Rocamora",Mathematics,2019,1st,9781482246414,T&F/CRC PRESS,1,BP 89.99,,https://www.routledge.com/Disease-Mapping-From-Foundations-to-Multidimensional-Modeling/Martinez-Beneito-Botella-Rocamora/p/book/9781482246414,
,"DISPLAYING TIME SERIES, SPATIAL, AND SPACE-TIME DATA WITH R",Oscar Perpinan Lamigueiro,Mathematics,2018,2nd,9781138089983,T&F/CRC PRESS,1,BP 64.99,,https://www.routledge.com/Displaying-Time-Series-Spatial-and-Space-Time-Data-with-R/Perpinan-Lamigueiro/p/book/9781138089983,
,DISTRIBUTED ALGORITHMS : AN INTUITIVE APPROACH,Wan Fokkink,Mathematics,2018,2nd,9780262037662,MIT PRESS,1,US$ 50,,https://mitpress.mit.edu/books/distributed-algorithms-second-edition,
,EARTHQUAKE STATISTICAL ANALYSIS THROUGH MULTI-STATE MODELING,"Irene Votsi, Nikolaos Limnios, Eleftheria Papadimitriou, Georgios Tsaklidis",Mathematics,2019,,9781786301505,JOHN WILEY,1,US$ 164.95,,https://www.wiley.com/en-in/Earthquake+Statistical+Analysis+through+Multi+state+Modeling-p-9781119579083,
,"EIGENVALUES, MULTIPLICITIES AND GRAPHS","JOHNSON, CHARLES R. & SAIAGO, CARLOS M.",Mathematics,2018,,9781107095458,CAMBRIDGE UNIVERSITY PRESS,1,BP 95,,https://www.cambridge.org/in/academic/subjects/mathematics/discrete-mathematics-information-theory-and-coding/eigenvalues-multiplicities-and-graphs?format=HB,
,Elastic Waves: High Frequency Theory,"Babich, Vassily  Et.Al.",Mathematics,2018,,9781138033061,Chapman And Hall/Crc,1,BP 140,,https://www.routledge.com/Elastic-Waves-High-Frequency-Theory/Babich-Kiselev/p/book/9781138033061,
,ELEMENTARY AND INTERMEDIATE ALGEBRA FOR COLLEGE STUDENTS PLUS MYLAB MATH -- ACCESS CARD PACKAGE,Allen R. Angel and Dennis Runde,Mathematics,2018,5th,9780134776149,PEARSON,1,US$ 259.99,,https://www.pearson.com/store/p/elementary-intermediate-algebra-for-college-students/P100002501994/9780134776149,
,"ELEMENTARY DIFFERENTIAL EQUATIONS : APPLICATIONS, MODELS, AND COMPUTING","Charles Roberts	",Mathematics,2019,2nd,9781498776080,T&F/CRC PRESS,1,BP 110,,https://www.routledge.com/Elementary-Differential-Equations-Applications-Models-and-Computing/Roberts/p/book/9781498776080,
,ELEMENTARY LINEAR ALGEBRA,"James R. Kirkwood, Bessie H. Kirkwood",Mathematics,2018,,9781498778466,T&F/CRC PRESS,1,BP 120,,https://www.routledge.com/Elementary-Linear-Algebra/Kirkwood-Kirkwood/p/book/9781498778466,
,ELEMENTARY TRANSITION TO ABSTRACT MATHEMATICS,"GARY L. MULLEN, Gove Effinger",Mathematics,2020,1st,9780367336936,T&F/CRC PRESS,1,BP 74.99,,https://www.routledge.com/An-Elementary-Transition-to-Abstract-Mathematics/Effinger-Mullen/p/book/9780367336936,
,ELEMENTS OF ADVANCED MATHEMATICS,"Steven G. Krantz	",Mathematics,2018,4th,9781138506312,T&F/CRC PRESS,1,BP 84.99,,https://www.routledge.com/The-Elements-of-Advanced-Mathematics/Krantz/p/book/9781138506312,
,Elements Of Linear Algebra,Cohn,Mathematics,2020,,9780367411510,Chapman And Hall/Crc,1,,Rs. 6495,https://www.routledge.com/Elements-of-Linear-Algebra/Cohn/p/book/9780412552809,
,ENGINEERING MATHEMATICS WITH MATLAB,"Won Y. Yang, Young K. Choi, Jaekwon Kim, Man Cheol Kim, H. Jin Kim, Taeho Im",Mathematics,2018,,9781138059337,T&F/CRC PRESS,1,BP 120,,https://www.routledge.com/Engineering-Mathematics-with-MATLAB/Yang-Choi-Kim-Kim-Kim-Im/p/book/9781138059337,
,ESSENTIALS OF BLOCKCHAIN TECHNOLOGY,"Kuan-Ching Li, Xiaofeng Chen, Hai Jiang, Elisa Bertino",Mathematics,2020,1st,9780367027711,T&F/CRC PRESS,1,BP 74.99,,https://www.routledge.com/Essentials-of-Blockchain-Technology/Li-Chen-Jiang-Bertino/p/book/9780367027711,
,ESSENTIALS OF STATISTICS FOR THE BEHAVIORAL SCIENCES,"Susan Nolan, Thomas Heinzen",Mathematics,2019,4th,9781319248741,MACMILLAN,1,US$ 201.99,,https://www.macmillanlearning.co.uk//page/detail/essentials-of-statistics-for-the-behavioral-sciences/?k=9781319248741&loc=uk&priceCode=uk,
,"FINITE ELEMENT METHOD: FUNDAMENTALS AND APPLICATIONS IN CIVIL, HYDRAULIC, MECHANICAL AND AERONAUTICAL ENGINEERING",Bofang Zhu,Mathematics,2018,,9781119107316,JOHN WILEY,1,US$ 165,,https://www.wiley.com/en-in/The+Finite+Element+Method%3A+Fundamentals+and+Applications+in+Civil%2C+Hydraulic%2C+Mechanical+and+Aeronautical+Engineering-p-9781119107347,
,FINITE ELEMENT SIMULATIONS USING ANSYS,ESAM M. ALAWADHI,Mathematics,2019,2nd,9780367240608,CRC PRESS,1,,Rs. 2995,https://www.routledge.com/Finite-Element-Simulations-Using-ANSYS/Alawadhi/p/book/9781482261974,
,Finite Or Infinite Dimensional Complex Analysis,"Kajiwara, Joji",Mathematics,2020,,9780367411589,Crc Press,1,,Rs. 6495,https://www.routledge.com/Finite-or-Infinite-Dimensional-Complex-Analysis/Kajiwara-Li-Shon/p/book/9780824704421,
,"First Course In Statistics, Global Edition",Mcclave James Et.Al,Mathematics,2018,12th,9781292165417,Pearson Education,1,BP 59.99,,https://www.pearson.ch/HigherEducation/MathematicsStatistics/Statistics/EAN/9781292165417/A-First-Course-in-Statistics-Global-Edition,
,Functional Analysis And Applications,Siddiqi,Mathematics,2018,,9789811037245,Springer Nature,1,EUR 89.99,,https://www.springer.com/in/book/9789811037245,
,FUNDAMENTAL MATHEMATICS FOR EPIDEMIOLOGY STUDY,Ray M. Merrill,Mathematics,2020,,9781284127331,JONES & BARTLETT,1,US$ 35,,https://www.jblearning.com/catalog/productdetails/9781284127331,
,Fundamentals Of Mathematical Logic,Hinman,Mathematics,2020,,9780367412760,A K Peters,1,,Rs. 5495,https://www.routledge.com/Fundamentals-of-Mathematical-Logic/Hinman/p/book/9781568812625,
,FUNDAMENTALS OF PROBABILITY : WITH STOCHASTIC PROCESSES,Saeed Ghahramani,Mathematics,2019,4th,9781498755092,T&F/CRC PRESS,1,BP 99.99,,https://www.routledge.com/Fundamentals-of-Probability-With-Stochastic-Processes/Ghahramani/p/book/9781498755092,
,GEOCOMPUTATION WITH R,"Robin Lovelace, Jakub Nowosad, Jannes Muenchow",Mathematics,2019,1st,9781138304512,T&F/CRC PRESS,1,BP 66.99,,https://www.routledge.com/Geocomputation-with-R/Lovelace-Nowosad-Muenchow/p/book/9781138304512,
,Geometry And Complex Variables,Coen,Mathematics,2020,,9780367411695,Crc Press,1,,Rs. 6495,https://www.routledge.com/Geometry-and-Complex-Variables/Coen/p/book/9780824784454,
,Geometry And Topology,Mccrory,Mathematics,2020,,9780367411657,Crc Press,1,,Rs. 6495,https://www.routledge.com/Geometry-and-Topology-Manifolds-Varieties-and-Knots/Mccrory/p/book/9780824776213,
,Gorenstein Homological Algebra,"Iacob, Alina",Mathematics,2019,,9781138065499,Crc Press,1,BP 140,,https://www.routledge.com/Gorenstein-Homological-Algebra/Iacob/p/book/9781138065499,
,Graph Searching Games And Probabilistic Methods,Bonato,Mathematics,2018,,9781138627161,Chapman And Hall/Crc,1,BP 89.99,,https://www.routledge.com/Graph-Searching-Games-and-Probabilistic-Methods/Bonato-Pralat/p/book/9781138627161,
,"Handbook Of Approximation Algorithms And Metaheuristics, Second Edition: Contemporary And Emerging Applications, Volume 2",Gonzalez Teofilo F.,Mathematics,2018,,9781498769990,Chapman And Hall/Crc,1,BP 200,,https://www.routledge.com/Handbook-of-Approximation-Algorithms-and-Metaheuristics-Contemporary-and/Gonzalez/p/book/9781498769990,
,Handbook Of Beta Distribution And Its Applications,Gupta,Mathematics,2020,,9780367411138,Crc Press,1,,Rs. 8495,https://www.routledge.com/Handbook-of-Beta-Distribution-and-Its-Applications/Gupta-Nadarajah/p/book/9780367578329,
,HANDBOOK OF BIOINSPIRED ALGORITHMS AND APPLICATIONS,OLARIU STEPHEN & ZOMAYA ALBERT Y,Mathematics,2018,,9781584884750,CHAPMAN & HALL/CRC,1,,Rs. 4200,https://www.routledge.com/Handbook-of-Bioinspired-Algorithms-and-Applications/Olariu-Zomaya/p/book/9781584884750,
,"Handbook Of Item Response Theory, Three Volume Set","Van Der Linden, Wim J.",Mathematics,2018,,9781466514393,Chapman And Hall/Crc,1,BP 300,,https://www.routledge.com/Handbook-of-Item-Response-Theory-Three-Volume-Set/van-der-Linden/p/book/9781466514393,
,HANDBOOK OF MATHEMATICAL MODELS FOR LANGUAGES AND COMPUTATION,"Alexander Meduna, Petr Horácek, et al.",Mathematics,2020,,9781785616594,IET PUBLISHING,1,BP 145,,https://shop.theiet.org/handbook-of-mathematical-models-for-languages-and-computation,
,Handbook Of Mellin Transforms,"Brychkov, Yu.  Et.Al.",Mathematics,2019,,9781138353350,Chapman And Hall/Crc,1,BP 250,,https://www.routledge.com/Handbook-of-Mellin-Transforms/Brychkov-Marichev-Savischenko/p/book/9781138353350,
,Handbook Of Parallel Computing And Statistics,Kontoghiorghes,Mathematics,2020,,9780367411114,Chapman And Hall/Crc,1,,Rs. 6495,https://www.routledge.com/Handbook-of-Parallel-Computing-and-Statistics/Kontoghiorghes/p/book/9780367577926,
,HANDBOOK OF STATISTICAL METHODS FOR CASE-CONTROL STUDIES,ORNULF BORGAN,Mathematics,2018,,9781498768580,CRC PRESS,1,BP 92,,https://www.routledge.com/Handbook-of-Statistical-Methods-for-Case-Control-Studies/Borgan-Breslow-Chatterjee-Gail-Scott-Wild/p/book/9781498768580,
,Handbook Of Survival Analysis,John P. Klein Et.Al,Mathematics,2020,,9780367372927,Chapman And Hall/Crc,1,,Rs. 5995,https://www.routledge.com/Handbook-of-Survival-Analysis/Klein-Houwelingen-Ibrahim-Scheike/p/book/9780367330965,
,HIDDEN MARKOV MODELS : THEORY AND IMPLEMENTATION USING MATLAB®,"João Paulo Coelho, Tatiana M. Pinho, José Boaventura-Cunha",Mathematics,2020,1st,9780367203498,T&F/CRC PRESS,1,BP 140,,https://www.routledge.com/Hidden-Markov-Models-Theory-and-Implementation-using-MATLAB/Coelho-Pinho-Boaventura-Cunha/p/book/9780367203498,
,INTERMEDIATE ALGEBRA,"Marvin L. Bittinger, Judith A. Beecher, et al",Mathematics,2018,13th,9780134679389,PEARSON,1,US$ 246.65,,https://www.pearson.com/store/p/intermediate-algebra/P100003097195/9780134679389,
,Introduction To Abstract Algebra,Whitelaw,Mathematics,2020,3rd,9780367411497,Chapman And Hall/Crc,1,,Rs. 6495,https://www.routledge.com/Introduction-to-Abstract-Algebra-Third-Edition/Whitelaw/p/book/9780751401479,
,INTRODUCTION TO DATA SCIENCE : DATA ANALYSIS AND PREDICTION ALGORITHMS WITH R,Rafael A. Irizarry,Mathematics,2020,1st,9780367357986,T&F/CRC PRESS,1,BP 74.99,,https://www.routledge.com/Introduction-to-Data-Science-Data-Analysis-and-Prediction-Algorithms-with/Irizarry/p/book/9780367357986,
,Introduction To Finite And Spectral Element Methods Using Matlab,Constantine Pozrikidis,Mathematics,2020,2nd,9780367373030,Chapman And Hall/Crc,1,,Rs. 5995,https://www.routledge.com/Introduction-to-Finite-and-Spectral-Element-Methods-Using-MATLAB/Pozrikidis/p/book/9781482209150,
,INTRODUCTION TO GENERALIZED LINEAR MODELS,"Annette J. Dobson, Adrian G. Barnett",Mathematics,2018,4th,9781138741515,T&F/CRC PRESS,1,BP 64.99,,https://www.routledge.com/An-Introduction-to-Generalized-Linear-Models/Dobson-Barnett/p/book/9781138741515,
,INTRODUCTION TO LINEAR PROGRAMMING WITH MATLAB,"Shashi Kant Mishra, Bhagwat Ram",Mathematics,2018,,9781138092266,T&F/CRC PRESS,1,BP 120,,https://www.routledge.com/Introduction-to-Linear-Programming-with-MATLAB/Mishra-Ram/p/book/9781138092266,
,INTRODUCTION TO MATHEMATICAL MODELING,"Mayer Humi	",Mathematics,2018,,9781498728003,T&F/CRC PRESS,1,BP 79.99,,https://www.routledge.com/Introduction-to-Mathematical-Modeling/Humi/p/book/9781498728003,
,INTRODUCTION TO MATHEMATICAL MODELING AND COMPUTER SIMULATIONS,"Vladimir Mityushev, Wojciech Nawalaniec, Natalia Rylko",Mathematics,2018,,9781138197657,T&F/CRC PRESS,1,BP 66.99,,https://www.routledge.com/Introduction-to-Mathematical-Modeling-and-Computer-Simulations/Mityushev-Nawalaniec-Rylko/p/book/9781138197657,
,INTRODUCTION TO MATHEMATICAL PROOFS,Nicholas A. Loehr,Mathematics,2020,1st,9780367338237,T&F/CRC PRESS,1,BP 84.99,,https://www.routledge.com/An-Introduction-to-Mathematical-Proofs/Loehr/p/book/9780367338237,
,INTRODUCTION TO NUMERICAL METHODS : A MATLAB® APPROACH,"Abdelwahab Kharab, Ronald Guenther	",Mathematics,2019,4th,9781138093072,T&F/CRC PRESS,1,BP 79.99,,https://www.routledge.com/An-Introduction-to-Numerical-Methods-A-MATLAB-Approach-Fourth-Edition/Kharab-Guenther/p/book/9781138093072,
,"Introduction To Probability And Statistics For Science, Engineering, And Finance",Rosenkrantz,Mathematics,2020,,9780367413491,Chapman And Hall/Crc,1,,Rs. 5495,https://www.routledge.com/Introduction-to-Probability-and-Statistics-for-Science-Engineering-and/Rosenkrantz/p/book/9781584888123,
,INTRODUCTION TO STATISTICAL CONCEPTS,"Richard G Lomax, Debbie L. Hahs-Vaughn, Debbie L. Hahs-Vaughn, Richard G. Lomax",Mathematics,2020,4th,9781138650558,T&F/ROUTLEDGE,1,BP 120,,https://www.routledge.com/An-Introduction-to-Statistical-Concepts/Hahs-Vaughn-Lomax/p/book/9781138650558,
,Introduction To Statistical Methods In Modern Genetics,Yang,Mathematics,2020,,9780367413569,Crc Press,1,,Rs. 5495,https://www.routledge.com/Introduction-to-Statistical-Methods-in-Modern-Genetics/Yang/p/book/9780367398903,
,INTRODUCTION TO THE THEORY OF OPTIMIZATION IN EUCLIDEAN SPACE,CHALLAL,Mathematics,2020,3rd,9780367195571,T&F/CRC PRESS,1,BP 91.99,,https://www.routledge.com/Introduction-to-the-Theory-of-Optimization-in-Euclidean-Space/Challal/p/book/9780367195571,
,"INTRODUCTORY ALGEBRA, GLOBAL EDITION","Marge Lial, John Hornsby, Terry McGinnis",Mathematics,2018,11th,9781292246123,PEARSON,1,BP 61.99,,https://www.pearson.ch/HigherEducation/Pearson/EAN/9781292246123/Introductory-Algebra-Global-Edition,
,INTRODUCTORY STATISTICS PLUS MYLAB STATISTICS WITH PEARSON ETEXT -- ACCESS CARD PACKAGE,Gould / Wong / Ryan,Mathematics,2019,,9780135229996,PEARSON,1,US$ 253.32,,https://www.pearson.com/store/p/introductory-statistics-exploring-the-world-through-data/P100001209691/9780135229996,
,INVITATION TO LINEAR ALGEBRA,MELLO DAVID C.,Mathematics,2019,,9780367240875,TAYLOR & FRANCIS,1,,Rs. 3695,https://www.routledge.com/Invitation-to-Linear-Algebra/Mello/p/book/9781498779562,
,Knot Theory,"Vassily Manturov, Igor Mikhailovich",Mathematics,2018,2nd,9781138561243,Crc Press,1,BP 110,,https://www.routledge.com/Knot-Theory-Second-Edition/Manturov/p/book/9781138561243,
,Linear Models And The Relevant Distributions And Matrix Algebra,"David A. Harville,`",Mathematics,2018,,9781138578333,Chapman And Hall/Crc,1,BP 110,,https://www.routledge.com/Linear-Models-and-the-Relevant-Distributions-and-Matrix-Algebra/Harville/p/book/9781138578333,
